
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.685604,,Surface,1,0,
0.55754,,Surface,1,1,
0.595373,,Surface,1,2,
0.637022,,Surface,1,3,
0.442682,,Surface,1,4,
0.508196,,Surface,1,5,
0.725886,,Surface,1,6,
0.391076,,Surface,1,7,
0.542583,,Surface,1,8,
0.190782,,Surface,1,9,
0.639455,,Surface,1,10,
0.491544,,Surface,1,11,
0.709708,,Surface,1,12,
0.195164,,Surface,1,13,
0.482741,,Surface,1,14,
0.709539,,Surface,1,15,
0.635804,,Surface,1,16,
0.217241,,Surface,1,17,
0.650417,,Surface,1,18,
0.401262,,Surface,1,19,
0.576636,,Surface,1,20,
0.816207,,Surface,1,21,
0.526783,,Surface,1,22,
0.621214,,Surface,1,23,
0.507549,,Surface,1,24,
