
Intensity Mean Ch=8 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
0,,Surface,8,Image 1,1,0,
362.781,,Surface,8,Image 1,1,1,
0,,Surface,8,Image 1,1,2,
544.715,,Surface,8,Image 1,1,3,
1260.43,,Surface,8,Image 1,1,4,
148.728,,Surface,8,Image 1,1,5,
882.471,,Surface,8,Image 1,1,6,
312.165,,Surface,8,Image 1,1,7,
102.458,,Surface,8,Image 1,1,8,
42.219,,Surface,8,Image 1,1,9,
0,,Surface,8,Image 1,1,10,
232.877,,Surface,8,Image 1,1,11,
163.315,,Surface,8,Image 1,1,12,
109.513,,Surface,8,Image 1,1,13,
30.176,,Surface,8,Image 1,1,14,
209.127,,Surface,8,Image 1,1,15,
39.262,,Surface,8,Image 1,1,16,
0,,Surface,8,Image 1,1,17,
3.53738,,Surface,8,Image 1,1,18,
0,,Surface,8,Image 1,1,19,
235.029,,Surface,8,Image 1,1,20,
342.296,,Surface,8,Image 1,1,21,
43.7919,,Surface,8,Image 1,1,22,
0,,Surface,8,Image 1,1,23,
39.7225,,Surface,8,Image 1,1,24,
