
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
7125.78,,Surface,5,Image 1,1,0,
1639.03,,Surface,5,Image 1,1,1,
4205.02,,Surface,5,Image 1,1,2,
4520.75,,Surface,5,Image 1,1,3,
8150.43,,Surface,5,Image 1,1,4,
4582.92,,Surface,5,Image 1,1,5,
3591.97,,Surface,5,Image 1,1,6,
1360.86,,Surface,5,Image 1,1,7,
4317.53,,Surface,5,Image 1,1,8,
4051.59,,Surface,5,Image 1,1,9,
988.324,,Surface,5,Image 1,1,10,
5940.71,,Surface,5,Image 1,1,11,
7840.64,,Surface,5,Image 1,1,12,
5951.02,,Surface,5,Image 1,1,13,
6436.5,,Surface,5,Image 1,1,14,
5562.02,,Surface,5,Image 1,1,15,
1830.49,,Surface,5,Image 1,1,16,
2173.61,,Surface,5,Image 1,1,17,
4449.4,,Surface,5,Image 1,1,18,
6617.1,,Surface,5,Image 1,1,19,
6119.11,,Surface,5,Image 1,1,20,
1473.15,,Surface,5,Image 1,1,21,
5947.58,,Surface,5,Image 1,1,22,
7988.67,,Surface,5,Image 1,1,23,
4721.46,,Surface,5,Image 1,1,24,
