
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.44043e+08,,Surface,5,Image 1,1,0,
3.47442e+07,,Surface,5,Image 1,1,1,
5.67949e+08,,Surface,5,Image 1,1,2,
6.08406e+07,,Surface,5,Image 1,1,3,
1.27558e+08,,Surface,5,Image 1,1,4,
2.76707e+08,,Surface,5,Image 1,1,5,
1.60589e+08,,Surface,5,Image 1,1,6,
4.8412e+07,,Surface,5,Image 1,1,7,
3.803e+08,,Surface,5,Image 1,1,8,
1.34417e+08,,Surface,5,Image 1,1,9,
2.25961e+07,,Surface,5,Image 1,1,10,
2.06566e+09,,Surface,5,Image 1,1,11,
3.57752e+09,,Surface,5,Image 1,1,12,
1.03745e+08,,Surface,5,Image 1,1,13,
7.44001e+08,,Surface,5,Image 1,1,14,
6.64185e+08,,Surface,5,Image 1,1,15,
3.0507e+07,,Surface,5,Image 1,1,16,
3.04713e+07,,Surface,5,Image 1,1,17,
5.63889e+08,,Surface,5,Image 1,1,18,
1.95764e+08,,Surface,5,Image 1,1,19,
3.08011e+08,,Surface,5,Image 1,1,20,
1.64699e+07,,Surface,5,Image 1,1,21,
4.46962e+09,,Surface,5,Image 1,1,22,
2.32835e+08,,Surface,5,Image 1,1,23,
8.19229e+08,,Surface,5,Image 1,1,24,
