
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.146082,,Surface,1,0,
0.211919,,Surface,1,1,
0.156458,,Surface,1,2,
0.174053,,Surface,1,3,
0.212558,,Surface,1,4,
0.279272,,Surface,1,5,
0.0606398,,Surface,1,6,
0.271884,,Surface,1,7,
0.172707,,Surface,1,8,
0.768929,,Surface,1,9,
0.193291,,Surface,1,10,
0.0539985,,Surface,1,11,
0.0534774,,Surface,1,12,
0.461847,,Surface,1,13,
0.200326,,Surface,1,14,
0.165939,,Surface,1,15,
0.120622,,Surface,1,16,
0.392028,,Surface,1,17,
0.110275,,Surface,1,18,
0.366967,,Surface,1,19,
0.241367,,Surface,1,20,
0.127469,,Surface,1,21,
0.0836205,,Surface,1,22,
0.139061,,Surface,1,23,
0.157404,,Surface,1,24,
