
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.624808,,Surface,1,0,
0.657414,,Surface,1,1,
0.465809,,Surface,1,2,
0.56476,,Surface,1,3,
0.545545,,Surface,1,4,
0.430698,,Surface,1,5,
0.424778,,Surface,1,6,
0.464811,,Surface,1,7,
0.317921,,Surface,1,8,
0.466137,,Surface,1,9,
0.564477,,Surface,1,10,
0.265879,,Surface,1,11,
0.341655,,Surface,1,12,
0.426077,,Surface,1,13,
0.383357,,Surface,1,14,
0.460161,,Surface,1,15,
0.437382,,Surface,1,16,
0.441578,,Surface,1,17,
0.398484,,Surface,1,18,
0.462006,,Surface,1,19,
0.407407,,Surface,1,20,
0.564967,,Surface,1,21,
0.33422,,Surface,1,22,
0.383502,,Surface,1,23,
0.321979,,Surface,1,24,
