
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
6854.84,,Surface,1,Image 1,1,0,
2361.99,,Surface,1,Image 1,1,1,
4179.07,,Surface,1,Image 1,1,2,
4380.36,,Surface,1,Image 1,1,3,
8293.71,,Surface,1,Image 1,1,4,
4706.42,,Surface,1,Image 1,1,5,
6204.67,,Surface,1,Image 1,1,6,
2440.31,,Surface,1,Image 1,1,7,
4608.57,,Surface,1,Image 1,1,8,
4285.79,,Surface,1,Image 1,1,9,
1055.13,,Surface,1,Image 1,1,10,
6082.8,,Surface,1,Image 1,1,11,
7921.36,,Surface,1,Image 1,1,12,
5864.92,,Surface,1,Image 1,1,13,
7109.65,,Surface,1,Image 1,1,14,
5704.57,,Surface,1,Image 1,1,15,
1958.58,,Surface,1,Image 1,1,16,
5687.8,,Surface,1,Image 1,1,17,
4420.54,,Surface,1,Image 1,1,18,
6489.54,,Surface,1,Image 1,1,19,
6115.62,,Surface,1,Image 1,1,20,
3048.44,,Surface,1,Image 1,1,21,
6245.52,,Surface,1,Image 1,1,22,
7864.51,,Surface,1,Image 1,1,23,
4741.45,,Surface,1,Image 1,1,24,
