
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
385.097,um,Surface,Distance from Origin,1,0,
320.952,um,Surface,Distance from Origin,1,1,
317.783,um,Surface,Distance from Origin,1,2,
395.684,um,Surface,Distance from Origin,1,3,
338.644,um,Surface,Distance from Origin,1,4,
309.229,um,Surface,Distance from Origin,1,5,
270.799,um,Surface,Distance from Origin,1,6,
196.671,um,Surface,Distance from Origin,1,7,
228.141,um,Surface,Distance from Origin,1,8,
191.27,um,Surface,Distance from Origin,1,9,
146.824,um,Surface,Distance from Origin,1,10,
203.808,um,Surface,Distance from Origin,1,11,
106.46,um,Surface,Distance from Origin,1,12,
71.5764,um,Surface,Distance from Origin,1,13,
