
Intensity Sum Ch=3 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.65805e+08,,Surface,3,Image 1,1,0,
1.97961e+08,,Surface,3,Image 1,1,1,
8.20987e+08,,Surface,3,Image 1,1,2,
7.51205e+09,,Surface,3,Image 1,1,3,
1.24926e+09,,Surface,3,Image 1,1,4,
2.09421e+08,,Surface,3,Image 1,1,5,
4.91531e+08,,Surface,3,Image 1,1,6,
3.52885e+08,,Surface,3,Image 1,1,7,
2.31492e+09,,Surface,3,Image 1,1,8,
2.46405e+08,,Surface,3,Image 1,1,9,
2.37042e+08,,Surface,3,Image 1,1,10,
1.51407e+09,,Surface,3,Image 1,1,11,
1.40791e+08,,Surface,3,Image 1,1,12,
5.15286e+08,,Surface,3,Image 1,1,13,
