
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0,um,Surface,Image 1,1,0,
73.4239,um,Surface,Image 1,1,1,
52.4387,um,Surface,Image 1,1,2,
0,um,Surface,Image 1,1,3,
0,um,Surface,Image 1,1,4,
22.5947,um,Surface,Image 1,1,5,
23.6147,um,Surface,Image 1,1,6,
62.8348,um,Surface,Image 1,1,7,
76.1174,um,Surface,Image 1,1,8,
102.754,um,Surface,Image 1,1,9,
89.9252,um,Surface,Image 1,1,10,
25.7022,um,Surface,Image 1,1,11,
62.5922,um,Surface,Image 1,1,12,
0,um,Surface,Image 1,1,13,
