
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
336.43,329.597,23.9251,um,Surface,Position,1,0,
293.79,286.991,15.8349,um,Surface,Position,1,1,
224.314,226.537,17.6268,um,Surface,Position,1,2,
330.263,59.4468,16.344,um,Surface,Position,1,3,
18.177,310.269,17.4902,um,Surface,Position,1,4,
171.153,128.914,15.4531,um,Surface,Position,1,5,
191.366,73.587,16.7514,um,Surface,Position,1,6,
90.5245,120.683,25.2177,um,Surface,Position,1,7,
55.8538,108.325,13.43,um,Surface,Position,1,8,
9.51088,166.243,18.1212,um,Surface,Position,1,9,
72.6293,20.2231,19.7969,um,Surface,Position,1,10,
21.0703,116.148,17.6577,um,Surface,Position,1,11,
