
Intensity Sum Ch=6 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.92138e+08,,Surface,6,Image 1,1,0,
6.07862e+07,,Surface,6,Image 1,1,1,
7.02629e+08,,Surface,6,Image 1,1,2,
2.72591e+08,,Surface,6,Image 1,1,3,
2.56423e+08,,Surface,6,Image 1,1,4,
4.60067e+08,,Surface,6,Image 1,1,5,
1.81105e+08,,Surface,6,Image 1,1,6,
2.31465e+07,,Surface,6,Image 1,1,7,
5.18426e+07,,Surface,6,Image 1,1,8,
1.15739e+08,,Surface,6,Image 1,1,9,
5.2176e+07,,Surface,6,Image 1,1,10,
7.32137e+07,,Surface,6,Image 1,1,11,
