
Intensity Sum Ch=3 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.34358e+09,,Surface,3,Image 1,1,0,
5.1736e+08,,Surface,3,Image 1,1,1,
3.71676e+09,,Surface,3,Image 1,1,2,
1.93641e+09,,Surface,3,Image 1,1,3,
2.23123e+09,,Surface,3,Image 1,1,4,
2.83853e+09,,Surface,3,Image 1,1,5,
9.62483e+08,,Surface,3,Image 1,1,6,
1.56264e+08,,Surface,3,Image 1,1,7,
5.20749e+08,,Surface,3,Image 1,1,8,
9.8364e+08,,Surface,3,Image 1,1,9,
4.24638e+08,,Surface,3,Image 1,1,10,
6.14885e+08,,Surface,3,Image 1,1,11,
