
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
471.584,um,Surface,Distance from Origin,1,0,
411.008,um,Surface,Distance from Origin,1,1,
319.291,um,Surface,Distance from Origin,1,2,
335.968,um,Surface,Distance from Origin,1,3,
311.293,um,Surface,Distance from Origin,1,4,
214.828,um,Surface,Distance from Origin,1,5,
205.71,um,Surface,Distance from Origin,1,6,
152.954,um,Surface,Distance from Origin,1,7,
122.614,um,Surface,Distance from Origin,1,8,
167.497,um,Surface,Distance from Origin,1,9,
77.9481,um,Surface,Distance from Origin,1,10,
119.357,um,Surface,Distance from Origin,1,11,
