,Subject,Subject Name,ID,Intensity Median,Intensity Mean,Intensity Sum,Intensity StdDev,Intensity Min,Intensity Max,Volume,Surface Area,Sphericity,Intensity/Volume,Microglia Intensity_Sum
508,2,Abi3+/+_APPPS1,18,5315.38,5860.6,1099550000,2340.5,1283,27187,5565.6,4900.86,0.309899,0.955041685,632887000
509,20,Abi3+/+_APPPS1,0,6780.38,7265.02,318963000,2287.87,2097,31031,1264.62,1529.16,0.369834,5.361594787,227924000
510,20,Abi3+/+_APPPS1,1,7988.2,10635.9,5862960000,7691.01,2085,65535,16361.1,7405.74,0.420847,0.488243456,1999070000
511,20,Abi3+/+_APPPS1,2,8085.37,10976.4,11515500000,8622.08,1294,65535,31245.9,14448.6,0.332036,0.25876579,4832890000
512,20,Abi3+/+_APPPS1,3,7145.71,7733.72,267486000,2518.62,2549,30713,1018.3,1003.71,0.487672,7.017293528,161232000
513,20,Abi3+/+_APPPS1,4,7839.86,9777.91,4267140000,6049.08,2194,65535,12954.6,6055.95,0.440472,0.605179627,2708990000
514,20,Abi3+/+_APPPS1,5,8168.24,10275.9,1219310000,6531.41,2470,63111,3509.06,2015.66,0.554022,2.327757291,551396000
515,20,Abi3+/+_APPPS1,6,6703.25,6976.4,543650000,1749.41,2381,23923,2240.41,2138.63,0.387168,2.991974683,224458000
516,20,Abi3+/+_APPPS1,7,8134.08,10973.2,5915900000,8698.38,2186,65535,16030.5,7181.11,0.428144,0.507412744,2621330000
517,20,Abi3+/+_APPPS1,8,8865.59,10837.8,3708220000,5577.34,2214,45920,10186.3,5128.07,0.443141,0.870344482,1143740000
518,20,Abi3+/+_APPPS1,9,6959.3,7584.05,1538200000,2860,2259,48748,5952.66,4786.15,0.331873,1.169107592,847392000
519,20,Abi3+/+_APPPS1,10,8012.83,10390.5,508397000,7143.32,2485,65535,1442.78,1012.24,0.610006,5.553743467,340848000
520,20,Abi3+/+_APPPS1,11,7276.3,8240.57,2633170000,3566.89,2168,40895,9479.27,5872.4,0.368852,0.767601303,1121480000
521,20,Abi3+/+_APPPS1,12,6833.19,7677.9,510811000,3324.8,2373,37900,1955.71,1608.98,0.470043,3.493968942,268047000
522,20,Abi3+/+_APPPS1,13,7917.1,10262.3,1842670000,6126.81,2417,44501,5333.62,3107.76,0.475026,1.484376465,768606000
523,20,Abi3+/+_APPPS1,14,7010.34,8055.41,330264000,3466.89,2758,32413,1201.5,994.816,0.549401,5.834656679,170247000
524,20,Abi3+/+_APPPS1,15,7092.78,8199.12,9141780000,4471.78,2151,65535,32808.1,21534.5,0.230146,0.216189904,5396680000
525,21,Abi3+/+_APPPS1,0,6823.86,7443.69,509342000,2630.86,1797,28068,2058.77,1559.95,0.501701,3.314532464,261960000
526,21,Abi3+/+_APPPS1,1,6771.05,7655.75,6969650000,3547.37,1531,56953,27186.8,22351.3,0.195623,0.249056527,2321580000
527,21,Abi3+/+_APPPS1,2,7849.66,10334.4,408024000,6929.28,2078,53635,1188.35,839.704,0.646129,6.605511844,189306000
528,21,Abi3+/+_APPPS1,3,6216.4,6443.86,310646000,1644.02,2040,17033,1411.03,1435.78,0.423727,4.405576069,153639000
529,21,Abi3+/+_APPPS1,4,6982.69,8876.23,2947500000,5763.87,1840,54790,9936.36,6933.59,0.322362,0.702741245,1048970000
530,21,Abi3+/+_APPPS1,5,8131.67,9359.53,487192000,4385.91,1942,55174,1575.23,1091.75,0.599687,5.162211233,154631000
531,21,Abi3+/+_APPPS1,6,6930.21,8121.67,6842170000,4348.71,1556,65535,25330.7,17776.1,0.234645,0.27358936,2531580000
532,21,Abi3+/+_APPPS1,7,7816.04,11645.4,1339580000,9769.33,1990,65535,3459.21,1981.58,0.558199,2.259486993,563699000
533,21,Abi3+/+_APPPS1,8,8628.5,12705.1,11639500000,10406.2,1611,65535,27390.8,11768.4,0.373396,0.31501453,3053950000
534,21,Abi3+/+_APPPS1,9,6532.59,6979.93,251612000,2155.65,2238,20923,1073.12,1039.6,0.487585,6.087473908,103277000
535,21,Abi3+/+_APPPS1,10,7003.82,8257.61,770104000,4294.01,1964,52136,2803.31,2437.77,0.394401,2.498410807,379803000
536,21,Abi3+/+_APPPS1,11,6797.32,7591.48,514717000,3296.31,1903,45930,2037.09,2079.7,0.373672,3.336779426,285975000
537,21,Abi3+/+_APPPS1,12,7424.2,8960.66,1879910000,4619.64,2044,40358,6260.07,4248.87,0.386602,1.185961179,523075000
538,21,Abi3+/+_APPPS1,13,6558.3,7529.16,562933000,3400.46,1846,43109,2226.66,2445.71,0.33717,2.94535313,301297000
539,21,Abi3+/+_APPPS1,14,8558.83,11507.4,2777330000,7755.78,1615,61264,7228.14,4080.87,0.443012,1.184098537,751616000
540,21,Abi3+/+_APPPS1,15,8279.4,11492.1,8955640000,8079.29,1469,65535,23274.6,10827.1,0.364107,0.355726844,2153310000
541,21,Abi3+/+_APPPS1,16,7189.27,8933.59,1766060000,5676.4,1858,52386,5973.99,3888.29,0.409482,1.203428529,618064000
542,21,Abi3+/+_APPPS1,17,9536.4,14061.3,6524170000,10764.2,1323,65535,13892.8,5977.59,0.467538,0.686427502,1516530000
543,21,Abi3+/+_APPPS1,18,8116.83,11619.2,850455000,9177.39,1759,65535,2205.4,1334.98,0.613761,3.680434388,276330000
544,21,Abi3+/+_APPPS1,19,6613.42,6785.63,308081000,1639.92,2284,16877,1352.51,960.253,0.615923,4.889738338,94072200
545,21,Abi3+/+_APPPS1,20,8411.08,11525.4,11641800000,8566.55,1735,65535,30253,13410.2,0.350128,0.278024659,2728560000
546,21,Abi3+/+_APPPS1,21,7725.27,10816.1,1593470000,8338.82,1379,65535,4420.59,3152.2,0.413229,1.74756537,642864000
547,21,Abi3+/+_APPPS1,22,9737.52,13658.2,2180950000,9993.76,2002,64902,4776.34,2231.85,0.614538,2.038699088,633381000
548,21,Abi3+/+_APPPS1,23,11274.8,14008.5,486221000,8569.55,2108,50682,1045.95,703.26,0.708557,10.77948277,161575000
549,21,Abi3+/+_APPPS1,24,8308.58,10982.1,1092180000,7120.92,1827,51893,2976.2,1710.76,0.584883,2.791673947,428698000
550,22,Abi3+/+_APPPS1,0,8281.48,10215.9,2270320000,6046.52,983,60683,6667.61,4419.29,0.387654,1.24204625,912259000
551,22,Abi3+/+_APPPS1,1,7854.91,8377.8,901242000,2649.23,2559,31030,3230.1,2066.87,0.511267,2.431785394,306330000
552,22,Abi3+/+_APPPS1,2,7734.2,8594.67,499728000,3659.17,1947,39478,1733.67,1779.03,0.392294,4.461171965,211147000
553,22,Abi3+/+_APPPS1,3,8225.52,9308.65,489197000,3743.72,2733,30236,1559.24,1231.69,0.527948,5.275339268,221057000
554,22,Abi3+/+_APPPS1,4,7972.39,8666.03,408161000,2969.29,1990,25598,1402.8,1089.24,0.55636,5.68319789,133712000
555,22,Abi3+/+_APPPS1,5,8164.5,11879.6,9755630000,10835.1,1607,65535,24524.5,15109.8,0.270163,0.332911986,3924720000
556,22,Abi3+/+_APPPS1,6,7731.07,8293.02,358574000,2649.77,2289,23644,1295.1,1020.97,0.56278,5.96947726,144101000
557,22,Abi3+/+_APPPS1,7,9137.23,12518.5,2149870000,8856.83,1836,64569,5154.91,3148.41,0.45836,1.772529491,995250000
558,22,Abi3+/+_APPPS1,8,9234.94,12922.4,3910910000,9599.98,2052,65535,9058.88,5147.48,0.408262,1.019435074,1291370000
559,22,Abi3+/+_APPPS1,9,8148.96,8561.51,320106000,2616.85,2396,24362,1116.73,810.028,0.642615,7.29716225,139169000
560,22,Abi3+/+_APPPS1,10,8302.47,10993.1,4424090000,8134.76,1246,65535,12068.2,7308.09,0.348158,0.687962579,1685370000
561,22,Abi3+/+_APPPS1,11,8252.41,12443,2388260000,11747.5,1970,65535,5744.74,3685.23,0.42092,1.436515839,1121420000
562,22,Abi3+/+_APPPS1,12,8559.61,11480.9,15805700000,8093.77,1707,65535,41207.4,25554.9,0.225767,0.207720215,5610750000
563,22,Abi3+/+_APPPS1,13,9106.56,13901.8,989394000,11237.2,2157,65535,2122.7,1283.49,0.622326,4.290083384,369842000
564,22,Abi3+/+_APPPS1,14,7507.59,7836.85,278396000,2165.11,2275,22102,1062.73,836.151,0.602305,7.064437816,100145000
565,22,Abi3+/+_APPPS1,15,9001.05,13270.8,6290840000,11350.2,2046,65535,14186.1,7394.14,0.38327,0.634497854,2671010000
566,22,Abi3+/+_APPPS1,16,7411.33,8277.71,1006050000,3305.15,1758,38939,3596.81,3640.12,0.311874,2.060528635,436666000
567,22,Abi3+/+_APPPS1,17,8843.87,11919.6,1745260000,8046.1,2060,57563,4367.53,3436.16,0.376041,2.024913395,777915000
568,22,Abi3+/+_APPPS1,18,7461.26,8397.05,1371400000,3442.51,2214,35809,4875.93,4847.19,0.286879,1.530222952,674881000
569,22,Abi3+/+_APPPS1,19,9162.33,13482.8,6937200000,10348.3,1708,65535,15385.3,9166.76,0.326341,0.595524949,2164600000
570,22,Abi3+/+_APPPS1,20,9335,13387.3,3190120000,10431.6,1989,65535,7124.28,5324.98,0.336248,1.310307849,1170080000
571,22,Abi3+/+_APPPS1,21,8333.26,8739.26,419965000,2628.74,2541,22278,1449.71,950.448,0.651743,5.748225507,237093000
572,22,Abi3+/+_APPPS1,22,8110.17,12326.5,1440970000,10492.7,2031,65535,3477.34,3518.2,0.315497,2.332291349,741226000
573,22,Abi3+/+_APPPS1,23,8635.57,11021.3,1144760000,6743.15,1996,50115,3101.59,2324.74,0.442417,2.784239696,464147000
574,22,Abi3+/+_APPPS1,24,9288.28,11852.8,3507260000,7106.28,1985,59703,8834.71,5344.32,0.386711,1.051339546,1543690000
575,23,Abi3+/+_APPPS1,0,16230.4,21636.8,1429240000,14299.6,3632,65535,1988.21,1176.25,0.650069,8.163322788,589067000
576,23,Abi3+/+_APPPS1,1,17223.3,25482,3630370000,18679.7,4326,65535,4288.45,2165.83,0.589376,4.016206322,1008020000
577,23,Abi3+/+_APPPS1,2,15981.8,23588.4,2911380000,17692.6,3655,65535,3724.2,2245.56,0.517425,4.291337737,871970000
578,23,Abi3+/+_APPPS1,3,15284.5,23374.1,2946450000,17990.2,4093,65535,3796.84,2441.53,0.482063,4.025584433,789480000
579,23,Abi3+/+_APPPS1,4,11540.1,12967.7,660108000,5099.35,3445,51033,1475.97,1639.82,0.382303,7.818654851,215382000
580,23,Abi3+/+_APPPS1,5,14282.8,18979.8,1081020000,12551,3155,65535,1700.12,1380.55,0.498981,8.401054043,326631000
581,23,Abi3+/+_APPPS1,6,12968.7,19143,1773640000,14915,3338,65535,2761.06,1801.2,0.528411,4.697000427,686067000
582,23,Abi3+/+_APPPS1,7,13093.6,19744.9,2362440000,15559.9,4120,65535,3515.48,2237.97,0.499597,3.724555395,700717000
583,23,Abi3+/+_APPPS1,8,13372,17211.9,938669000,11457.5,4265,65535,1643.56,1147.99,0.586683,8.135997469,344031000
584,23,Abi3+/+_APPPS1,9,12961.6,17908.3,1670410000,13270.4,3833,65535,2786.26,1662.43,0.575997,4.651970742,606833000
585,23,Abi3+/+_APPPS1,10,11043.5,11556.8,473042000,2910.56,4541,27712,1228.56,1120.35,0.495139,8.988978967,214305000
586,23,Abi3+/+_APPPS1,11,13764.2,18945.3,1885890000,13261,2865,65535,2973.55,2400.62,0.41656,4.628877941,575229000
587,23,Abi3+/+_APPPS1,12,14618.4,19683.9,5893040000,13651.9,2865,65535,9014.01,4875.13,0.429645,1.621742155,1462280000
588,23,Abi3+/+_APPPS1,13,13596.8,16687.2,1250410000,9497.55,4039,65535,2236.47,1209.26,0.683924,6.079580768,323397000
589,23,Abi3+/+_APPPS1,14,17992,21605.4,2325170000,11917.9,3404,65535,3226.75,1706.85,0.618679,5.575889052,836165000
590,23,Abi3+/+_APPPS1,15,14392.8,18741.6,822681000,11631,4781,65535,1317.06,933.348,0.622555,10.92797595,248152000
591,23,Abi3+/+_APPPS1,16,15249.4,21882.1,7859160000,16319.7,3436,65535,10722.9,4827.85,0.487087,1.422133938,2073790000
592,23,Abi3+/+_APPPS1,17,15682.4,20989.1,4512920000,13758.6,3170,65535,6456.81,3698.31,0.453412,2.428815468,1462860000
593,23,Abi3+/+_APPPS1,18,14599.9,20479.4,6986100000,14865.5,4273,65535,10222.2,4915.55,0.463384,1.428254192,1956680000
594,23,Abi3+/+_APPPS1,19,12387.3,14502.5,1731300000,6893.07,2952,65535,3542.98,3039.33,0.369788,3.49629408,658068000
595,23,Abi3+/+_APPPS1,20,13584.5,18474.9,2105770000,12648.3,3037,65535,3404.85,2427.8,0.45082,3.989749916,823585000
596,24,Abi3+/+_APPPS1,0,9079.41,10955.8,707187000,6049.15,2553,58516,1929.35,1235.78,0.60648,4.705942416,319770000
597,24,Abi3+/+_APPPS1,1,8560.7,11063.1,1791620000,7556.55,2219,65535,4750.92,4222.34,0.323681,1.801903631,828715000
598,24,Abi3+/+_APPPS1,2,8101.12,9590.8,835934000,4881.42,2143,53466,2565.45,2679.37,0.338241,3.157777388,374767000
599,24,Abi3+/+_APPPS1,3,10292.2,15462.7,28714500000,13435.9,2023,65535,55556.9,24064.3,0.292597,0.185255117,9146260000
600,24,Abi3+/+_APPPS1,4,8843.96,11165.6,1021750000,7296.14,2383,65535,2749.85,1744.07,0.544244,3.216160882,494442000
601,24,Abi3+/+_APPPS1,5,8191.28,10145.9,1928050000,6697.84,2113,65535,5626.05,4567.57,0.334915,1.455955777,902722000
602,24,Abi3+/+_APPPS1,6,12094.1,18824.7,6805840000,16129.6,2191,65535,10847.5,4236.54,0.55936,1.114920489,2259980000
603,24,Abi3+/+_APPPS1,7,8152.02,9423.2,361738000,4436.69,2659,47919,1150.05,944.419,0.562078,7.088404852,159848000
604,24,Abi3+/+_APPPS1,8,10272.8,14680.4,1851710000,11865.3,2379,65535,3772.99,2082.57,0.562784,2.722721237,976091000
605,24,Abi3+/+_APPPS1,9,8845,13210,1108150000,11285.7,1880,65535,2492.28,1863.8,0.47696,3.548959186,562888000
606,24,Abi3+/+_APPPS1,10,10358.2,15292.2,27189900000,12974.8,2121,65535,53073.4,23283.6,0.293326,0.195167447,8721790000
607,24,Abi3+/+_APPPS1,11,11155.6,17172.2,7627700000,14304.4,2450,65535,13352.8,6077.37,0.447869,0.835450243,2492690000
608,24,Abi3+/+_APPPS1,12,8189.36,8818.17,457487000,2884.29,2392,25426,1546.34,1673.82,0.386348,5.295963372,206565000
609,24,Abi3+/+_APPPS1,13,9642.46,13851,6362950000,11843.4,2043,65535,13814.3,8628.56,0.322675,0.69800569,2214050000
610,24,Abi3+/+_APPPS1,14,11856.7,18923.6,4384930000,16102.1,2626,65535,6952.53,3285.59,0.536165,1.705379193,1337530000
611,24,Abi3+/+_APPPS1,15,8654.46,10783.2,746542000,6614.2,2303,65535,2069.03,2029.73,0.386863,4.182858634,298016000
612,24,Abi3+/+_APPPS1,16,11805.5,16074,3380530000,11329.1,2203,65535,6322.32,2901.03,0.569967,1.867273406,1368300000
613,24,Abi3+/+_APPPS1,17,11387,15892.5,7646850000,11390,2508,65535,14443.2,7107.39,0.403537,0.788398693,2187140000
614,25,Abi3+/+_APPPS1,0,11920.6,14270.3,478411000,7780.92,2952,62169,1008.62,778.436,0.624808,11.81872261,185254000
615,25,Abi3+/+_APPPS1,1,10053.8,10971.9,377127000,3861.95,3202,31862,1034.15,752.261,0.657414,9.721800512,140564000
616,25,Abi3+/+_APPPS1,2,12283.7,18324.9,5696580000,14289,2215,65535,9318.89,4597.47,0.465809,1.318150552,1589590000
617,25,Abi3+/+_APPPS1,3,10200.8,11262.4,431732000,4263.93,3170,33531,1160.76,945.762,0.56476,8.788035425,148253000
618,25,Abi3+/+_APPPS1,4,10387.5,14136,486574000,10939.1,3069,65535,1039.24,909.49,0.545545,9.995285016,168059000
619,25,Abi3+/+_APPPS1,5,9295.54,10234.5,1336440000,3674.47,2234,33647,3924.65,2793.69,0.430698,2.36850165,585996000
620,25,Abi3+/+_APPPS1,6,10354,11668.2,1067080000,4807.38,2857,41144,2756.58,2238.22,0.424778,3.756103578,367467000
621,25,Abi3+/+_APPPS1,7,9104.32,9822.13,580851000,3126.84,2963,29597,1763.15,1518.45,0.464811,5.1636673,215441000
622,25,Abi3+/+_APPPS1,8,9854.65,11018.6,2856030000,4576.97,2535,54835,7737.1,5950.46,0.317921,1.273687816,973379000
623,25,Abi3+/+_APPPS1,9,11004.3,13779,887713000,7668.11,2507,50386,1921.42,1603.44,0.466137,5.72717053,337988000
624,25,Abi3+/+_APPPS1,10,9506.38,10890.2,408381000,4729.73,3377,46200,1119.15,923.486,0.564477,8.494285842,137393000
625,25,Abi3+/+_APPPS1,11,10752.5,14457.3,10718800000,10428.8,2080,65535,22200.1,14367.1,0.265879,0.484344665,3719090000
626,25,Abi3+/+_APPPS1,12,12556.5,18381.2,16991900000,14958.8,2134,65535,27909.7,13023.6,0.341655,0.449897348,4843500000
627,25,Abi3+/+_APPPS1,13,10155.9,13671.1,577905000,9512.97,2477,65535,1249.67,1316.82,0.426077,8.126865492,240052000
628,25,Abi3+/+_APPPS1,14,10762.4,15589.2,4086650000,12865.6,2427,65535,7857.57,4985.85,0.383357,1.369685539,1423240000
629,25,Abi3+/+_APPPS1,15,12272.4,18191.1,4439140000,14310.5,2363,65535,7343.43,3970.45,0.460161,1.671208141,1217270000
630,25,Abi3+/+_APPPS1,16,9241.51,9826.62,388073000,3044.46,2753,27707,1178.97,1233.93,0.437382,7.83863033,135821000
631,25,Abi3+/+_APPPS1,17,9041.6,9482.33,339543000,2620.29,3574,24535,1050.46,1131.69,0.441578,8.607276812,132113000
632,25,Abi3+/+_APPPS1,18,12979.3,19422.6,5972110000,15517.1,2370,65535,9257.97,5350.78,0.398484,1.401959609,1689040000
633,25,Abi3+/+_APPPS1,19,9894.12,13905,778332000,10914.7,3178,65535,1683.75,1481.46,0.462006,5.876240535,292964000
634,25,Abi3+/+_APPPS1,20,10218.2,12849.5,1040360000,7913.26,2511,65535,2427.09,2143.78,0.407407,4.210062256,524610000
635,25,Abi3+/+_APPPS1,21,9670.33,10359.9,406595000,3371.11,3070,28787,1178.17,954.844,0.564967,8.207924154,117918000
636,25,Abi3+/+_APPPS1,22,13577.1,20197,30635700000,16202.3,2268,65535,45567.3,18459.5,0.33422,0.297957088,8241390000
637,25,Abi3+/+_APPPS1,23,10036.9,14663.3,841674000,12691.3,2190,65535,1732.99,1819.34,0.383502,5.791666426,431525000
638,25,Abi3+/+_APPPS1,24,11730,18983.1,7949270000,16088.2,2141,65535,12581.1,8124.6,0.321979,0.932350907,2147050000
639,26,Abi3KI/+_APPPS1,0,8207.2,12729.3,3148010000,10992.5,1560,65535,7352.77,3422.31,0.534317,1.116205185,953585000
640,26,Abi3KI/+_APPPS1,1,6902.11,7512.47,280876000,2627.55,2197,25528,1112.71,1008.95,0.514679,6.202972922,120674000
641,26,Abi3KI/+_APPPS1,2,6668.37,7092.23,261732000,2152.96,2343,24340,1103.72,798.661,0.646686,6.041722538,84065600
642,26,Abi3KI/+_APPPS1,3,8834,13296.2,13199000000,12373.2,1775,65535,29641,10173.7,0.45527,0.29803313,3622640000
643,26,Abi3KI/+_APPPS1,4,6860.52,9617.56,375354000,7764.12,863,65535,1148.9,1070.9,0.495363,5.971381321,180629000
644,26,Abi3KI/+_APPPS1,5,8138.93,12849.5,22393000000,13186.2,1671,65535,51912.8,18235.7,0.369043,0.156780794,5751340000
645,26,Abi3KI/+_APPPS1,6,7642.54,11367.3,12838100000,10549.4,1556,65535,33523.9,14753.4,0.340796,0.227972879,3351130000
646,26,Abi3KI/+_APPPS1,7,6607.04,7499.44,548509000,3374.64,1500,43668,2165.78,1594.19,0.507794,3.050651497,204110000
647,26,Abi3KI/+_APPPS1,8,6801.59,7681.36,1169900000,3435.54,1385,47983,4514.21,3894.13,0.339205,1.5067066,367503000
648,26,Abi3KI/+_APPPS1,9,6499.05,7290.9,1211630000,3284.56,2232,51012,4900.5,2819.05,0.494929,1.326201408,464048000
649,26,Abi3KI/+_APPPS1,10,6907,8104.52,307356000,3864.74,1995,37936,1135.25,766.488,0.686605,6.08412244,150560000
650,26,Abi3KI/+_APPPS1,11,8913.03,14087.8,57885900000,13673,1759,65535,122590,42525.4,0.280633,0.072706012,14251600000
651,26,Abi3KI/+_APPPS1,12,8388.84,13111,10359700000,12179.2,1639,65535,23600.5,9759.33,0.407704,0.355451791,2684470000
652,26,Abi3KI/+_APPPS1,13,8302.41,11758.5,2517860000,9784.26,1965,65535,6386.12,3376.08,0.493056,1.300071092,788131000
653,26,Abi3KI/+_APPPS1,14,6420.81,6747.47,258401000,1871.11,2396,18960,1133.56,977.16,0.53804,5.664287731,96166100
654,27,Abi3KI/+_APPPS1,0,6309.55,9020.33,533210000,7572.07,1686,59663,1753.6,1498.95,0.469156,3.598055429,266406000
655,27,Abi3KI/+_APPPS1,1,5928.24,6357.14,338124000,2038,1979,19816,1573.54,1673.85,0.390858,3.767454275,102332000
656,27,Abi3KI/+_APPPS1,2,6229.42,7614.61,1272310000,4839.83,1411,61302,4957.01,3691.58,0.380848,1.256689012,597415000
657,27,Abi3KI/+_APPPS1,3,6695.2,8939.16,977819000,7071.39,1510,65535,3279.99,2092.68,0.510148,2.041225735,398562000
658,27,Abi3KI/+_APPPS1,4,6204.73,6487.02,479222000,1836.57,1828,17017,2213.54,1254.39,0.654802,2.803080134,181086000
659,27,Abi3KI/+_APPPS1,5,6305.6,6707.88,341418000,2179.29,1438,20573,1518.22,1228.31,0.520077,4.153284768,176942000
660,27,Abi3KI/+_APPPS1,6,6267.77,6968.56,292582000,2652.73,1719,23562,1240.3,1065.51,0.523934,5.053430622,108904000
661,27,Abi3KI/+_APPPS1,7,6307.43,8868.53,5313650000,8070.74,1150,65535,17897.3,9825.46,0.336761,0.35242355,1864910000
662,27,Abi3KI/+_APPPS1,8,5971.88,6693.98,383505000,2682.08,1607,24271,1687.68,1539.88,0.445167,3.53851441,142148000
663,27,Abi3KI/+_APPPS1,9,7048.46,11154.1,8165180000,11592.1,1716,65535,21788.8,8987.3,0.419769,0.32349005,2394080000
664,27,Abi3KI/+_APPPS1,10,6801.35,7747.32,357113000,3313.95,2039,28541,1385.63,1277.62,0.470451,4.908489279,197641000
665,27,Abi3KI/+_APPPS1,11,7282.82,12964.9,2601720000,13438.5,1604,65535,5993.92,3223.06,0.495096,1.215034568,771609000
666,27,Abi3KI/+_APPPS1,12,6218.19,7070.04,3280590000,3118.74,1479,40805,13837.3,9591.38,0.290605,0.449378853,1061040000
667,27,Abi3KI/+_APPPS1,13,6438.9,7782.34,2457230000,4428.87,1121,65535,9420.54,5747.74,0.375293,0.683495851,1179990000
668,27,Abi3KI/+_APPPS1,14,5531.65,5756.18,198680000,1555.09,1591,16298,1017.17,1150.93,0.424975,5.438274821,90955500
669,27,Abi3KI/+_APPPS1,15,7521,11997.7,6017250000,12299.1,1676,65535,14921.1,6230.68,0.470418,0.50405131,1864110000
670,27,Abi3KI/+_APPPS1,16,6309.95,8694.69,9597210000,8600.18,1153,65535,32846.9,19538.7,0.253854,0.192101842,3388650000
671,27,Abi3KI/+_APPPS1,17,5488.81,5855.5,534894000,1871.94,1439,34319,2627.13,3034.23,0.303452,2.089279937,212988000
672,27,Abi3KI/+_APPPS1,18,6128.91,7253.33,510011000,4505.14,906,50617,2090.09,1936.74,0.408185,2.932366549,229222000
673,27,Abi3KI/+_APPPS1,19,6683.94,9403.94,2809040000,7761,988,65535,8903.1,4181.8,0.496761,0.750743,984038000
674,27,Abi3KI/+_APPPS1,20,8061.57,13149.1,16366400000,12843.8,1021,65535,37299.8,14779.2,0.36529,0.216129041,3963400000
675,27,Abi3KI/+_APPPS1,21,6028.43,6652.9,717522000,2479.27,1926,24128,3167.18,3005.47,0.34702,1.903406185,267058000
676,27,Abi3KI/+_APPPS1,22,8622.4,13458.1,6258540000,13045.4,1149,65535,13908.7,5000.12,0.559364,0.619928534,1723800000
677,27,Abi3KI/+_APPPS1,23,7854,13029.6,17731300000,12850.9,1283,65535,40648.2,15669.4,0.364861,0.193218888,4551280000
678,27,Abi3KI/+_APPPS1,24,6564.55,9713.54,642551000,9552.44,1799,65535,1967.75,1283.11,0.591836,3.336069114,233523000
679,27,Abi3KI/+_APPPS1,25,7654.56,11392.3,11245900000,10596.5,1503,65535,29548.7,12366.7,0.373759,0.25904896,3122360000
680,28,Abi3KI/+_APPPS1,0,12273.6,16682.2,1484710000,11600,2464,65535,2650.7,1948.35,0.475399,4.630324065,595918000
681,28,Abi3KI/+_APPPS1,1,10905.5,15325.2,1842580000,11991.2,1839,65535,3571.54,3157.96,0.357806,3.053444733,627666000
682,28,Abi3KI/+_APPPS1,2,11982.9,16498.6,3411910000,11869.5,2652,65535,6191.99,3523.22,0.46284,1.935225994,865949000
683,28,Abi3KI/+_APPPS1,3,12652.9,18065.9,964721000,13664.3,2712,65535,1608.17,979.233,0.677879,7.867887101,306291000
684,28,Abi3KI/+_APPPS1,4,12641.7,19696,13250000000,16224,2403,65535,20153.3,10260.7,0.349036,0.627276922,2701930000
685,28,Abi3KI/+_APPPS1,5,10648.4,16296.6,2107280000,14575.7,2412,65535,3835.5,3375.53,0.35104,2.77627428,759464000
686,28,Abi3KI/+_APPPS1,6,12000.6,18515.3,11453900000,15323.6,2626,65535,18484.3,9638.07,0.350776,0.649232051,2438500000
687,28,Abi3KI/+_APPPS1,7,9636.06,10168.8,628148000,3023.44,3511,29564,1830.13,1274.99,0.567498,5.265232524,222094000
688,28,Abi3KI/+_APPPS1,8,12455.5,18738.5,5541210000,15123.5,2547,65535,8844.71,4065.12,0.508783,1.408242893,1202070000
689,28,Abi3KI/+_APPPS1,9,12226.6,18784.5,19378400000,16110,2219,65535,30941.9,14425.3,0.330413,0.395147034,4261180000
690,28,Abi3KI/+_APPPS1,10,12136,16001.2,1077780000,10429.8,3005,65535,2005.68,1366.35,0.562897,6.050815683,360622000
691,28,Abi3KI/+_APPPS1,11,12046,15076.5,2839700000,8563.37,2129,64601,5638.1,3077.88,0.497723,2.136535358,767885000
692,28,Abi3KI/+_APPPS1,12,12122.3,17494,3460180000,13268.1,2615,65535,5917.93,3095.48,0.511135,2.04840206,924265000
693,28,Abi3KI/+_APPPS1,13,10454.6,13154.8,770553000,7930.84,2445,65535,1749.05,1197.09,0.586445,5.977301964,257208000
694,28,Abi3KI/+_APPPS1,14,11649.1,17261.7,7302720000,14224,1976,65535,12692.6,6519.74,0.403604,0.917786742,1723610000
695,28,Abi3KI/+_APPPS1,15,11599.6,16667.7,4326210000,12849.7,2640,65535,7757.3,4406.03,0.430108,1.495314091,1049290000
696,28,Abi3KI/+_APPPS1,16,12089.8,17204.5,7105920000,11857.5,2744,65535,12331.4,6534.55,0.395011,0.98040774,1308010000
697,29,Abi3KI/+_APPPS1,0,6769.19,7116.51,444476000,2148.67,2050,21395,1840.81,1551.53,0.46816,3.677288802,134286000
698,29,Abi3KI/+_APPPS1,1,6801.8,7340.34,501147000,2480.13,1393,23345,2042.42,1636.45,0.475711,3.330265078,203324000
699,29,Abi3KI/+_APPPS1,2,8936.17,13414.2,1132850000,11223.7,1999,65535,2537.83,1325.29,0.678911,3.521185422,363534000
700,29,Abi3KI/+_APPPS1,3,9118.19,13753.9,746564000,10890.5,1833,65535,1621.01,1035.19,0.644644,5.625005398,180417000
701,29,Abi3KI/+_APPPS1,4,6463.26,6744.41,253246000,1852.37,2127,19122,1130.97,947.205,0.554209,5.714793496,66939700
702,29,Abi3KI/+_APPPS1,5,7201.22,7774.49,316289000,2753.69,1974,23954,1210.92,910.445,0.60345,5.946899878,101566000
703,29,Abi3KI/+_APPPS1,6,6679.6,7041.61,304050000,2127.6,1720,24190,1291.15,1117.64,0.513059,5.173372575,76061700
