
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1341,,Surface,4,Image 1,1,0,
1864,,Surface,4,Image 1,1,1,
1949,,Surface,4,Image 1,1,2,
1559,,Surface,4,Image 1,1,3,
1274,,Surface,4,Image 1,1,4,
1395,,Surface,4,Image 1,1,5,
1886,,Surface,4,Image 1,1,6,
1390,,Surface,4,Image 1,1,7,
1439,,Surface,4,Image 1,1,8,
1808,,Surface,4,Image 1,1,9,
1455,,Surface,4,Image 1,1,10,
1175,,Surface,4,Image 1,1,11,
1842,,Surface,4,Image 1,1,12,
2017,,Surface,4,Image 1,1,13,
