
Intensity Mean Ch=8 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
455.348,,Surface,8,Image 1,1,0,
74.3657,,Surface,8,Image 1,1,1,
77.3061,,Surface,8,Image 1,1,2,
0.12756,,Surface,8,Image 1,1,3,
112.818,,Surface,8,Image 1,1,4,
20.4157,,Surface,8,Image 1,1,5,
0,,Surface,8,Image 1,1,6,
52.1599,,Surface,8,Image 1,1,7,
0,,Surface,8,Image 1,1,8,
0,,Surface,8,Image 1,1,9,
142.437,,Surface,8,Image 1,1,10,
139.872,,Surface,8,Image 1,1,11,
0,,Surface,8,Image 1,1,12,
0,,Surface,8,Image 1,1,13,
