
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1616.88,,Surface,2,Image 1,1,0,
1055.81,,Surface,2,Image 1,1,1,
1216.08,,Surface,2,Image 1,1,2,
1127.05,,Surface,2,Image 1,1,3,
1187.85,,Surface,2,Image 1,1,4,
1297.54,,Surface,2,Image 1,1,5,
1284.6,,Surface,2,Image 1,1,6,
1185.1,,Surface,2,Image 1,1,7,
1103.07,,Surface,2,Image 1,1,8,
1236.15,,Surface,2,Image 1,1,9,
1108.99,,Surface,2,Image 1,1,10,
1270.27,,Surface,2,Image 1,1,11,
1024.67,,Surface,2,Image 1,1,12,
873.819,,Surface,2,Image 1,1,13,
