
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
282.746,290.316,29.2784,um,Surface,Position,1,0,
339.013,251.114,29.5831,um,Surface,Position,1,1,
269.395,249.345,26.9112,um,Surface,Position,1,2,
334.755,154.648,29.0178,um,Surface,Position,1,3,
217.643,272.458,30.626,um,Surface,Position,1,4,
313.051,122.327,27.1961,um,Surface,Position,1,5,
265.309,181.635,29.0779,um,Surface,Position,1,6,
206.398,187.341,26.5228,um,Surface,Position,1,7,
62.885,320.791,25.7054,um,Surface,Position,1,8,
317.734,76.7694,28.8381,um,Surface,Position,1,9,
99.6143,319.593,31.2936,um,Surface,Position,1,10,
269.423,79.7457,28.1844,um,Surface,Position,1,11,
188.335,110.15,33.152,um,Surface,Position,1,12,
144.454,210.634,28.2691,um,Surface,Position,1,13,
120.571,132.58,30.1454,um,Surface,Position,1,14,
176.11,4.79122,32.0252,um,Surface,Position,1,15,
53.8116,16.8619,30.7964,um,Surface,Position,1,16,
