
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1944,,Surface,4,Image 1,1,0,
2190,,Surface,4,Image 1,1,1,
2759,,Surface,4,Image 1,1,2,
2490,,Surface,4,Image 1,1,3,
2666,,Surface,4,Image 1,1,4,
2829,,Surface,4,Image 1,1,5,
2326,,Surface,4,Image 1,1,6,
2229,,Surface,4,Image 1,1,7,
1294,,Surface,4,Image 1,1,8,
1946,,Surface,4,Image 1,1,9,
1806,,Surface,4,Image 1,1,10,
2122,,Surface,4,Image 1,1,11,
2146,,Surface,4,Image 1,1,12,
2196,,Surface,4,Image 1,1,13,
2097,,Surface,4,Image 1,1,14,
2505,,Surface,4,Image 1,1,15,
1487,,Surface,4,Image 1,1,16,
