
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
325,,Surface,3,Image 1,1,0,
253,,Surface,3,Image 1,1,1,
199,,Surface,3,Image 1,1,2,
253,,Surface,3,Image 1,1,3,
393,,Surface,3,Image 1,1,4,
344,,Surface,3,Image 1,1,5,
134,,Surface,3,Image 1,1,6,
399,,Surface,3,Image 1,1,7,
355,,Surface,3,Image 1,1,8,
231,,Surface,3,Image 1,1,9,
194,,Surface,3,Image 1,1,10,
263,,Surface,3,Image 1,1,11,
217,,Surface,3,Image 1,1,12,
220,,Surface,3,Image 1,1,13,
337,,Surface,3,Image 1,1,14,
316,,Surface,3,Image 1,1,15,
223,,Surface,3,Image 1,1,16,
