
Area
 ==================== 
Area,Unit,Category,Time,ID,
5962.64,um^2,Surface,1,0,
9721.58,um^2,Surface,1,1,
1783.66,um^2,Surface,1,2,
1082.9,um^2,Surface,1,3,
1385.87,um^2,Surface,1,4,
1041.56,um^2,Surface,1,5,
11018.2,um^2,Surface,1,6,
962.365,um^2,Surface,1,7,
2033.79,um^2,Surface,1,8,
9639.46,um^2,Surface,1,9,
14217,um^2,Surface,1,10,
3239.46,um^2,Surface,1,11,
1217.17,um^2,Surface,1,12,
12309.7,um^2,Surface,1,13,
1145.74,um^2,Surface,1,14,
1073.08,um^2,Surface,1,15,
6592.3,um^2,Surface,1,16,
