
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
16516,,Surface,4,Image 1,1,0,
14641,,Surface,4,Image 1,1,1,
9315.16,,Surface,4,Image 1,1,2,
9808.11,,Surface,4,Image 1,1,3,
11536.4,,Surface,4,Image 1,1,4,
9943.14,,Surface,4,Image 1,1,5,
15589.2,,Surface,4,Image 1,1,6,
9100.9,,Surface,4,Image 1,1,7,
11500,,Surface,4,Image 1,1,8,
14288.6,,Surface,4,Image 1,1,9,
15957.9,,Surface,4,Image 1,1,10,
19334.8,,Surface,4,Image 1,1,11,
9136.72,,Surface,4,Image 1,1,12,
16848.5,,Surface,4,Image 1,1,13,
9066.76,,Surface,4,Image 1,1,14,
15589.7,,Surface,4,Image 1,1,15,
17133,,Surface,4,Image 1,1,16,
