
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
17,,Surface,2,Image 1,1,0,
24,,Surface,2,Image 1,1,1,
57,,Surface,2,Image 1,1,2,
7,,Surface,2,Image 1,1,3,
61,,Surface,2,Image 1,1,4,
92,,Surface,2,Image 1,1,5,
32,,Surface,2,Image 1,1,6,
89,,Surface,2,Image 1,1,7,
76,,Surface,2,Image 1,1,8,
21,,Surface,2,Image 1,1,9,
22,,Surface,2,Image 1,1,10,
30,,Surface,2,Image 1,1,11,
61,,Surface,2,Image 1,1,12,
12,,Surface,2,Image 1,1,13,
84,,Surface,2,Image 1,1,14,
62,,Surface,2,Image 1,1,15,
46,,Surface,2,Image 1,1,16,
