
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
6.58665e+09,,Surface,4,Image 1,1,0,
8.4723e+09,,Surface,4,Image 1,1,1,
7.46927e+08,,Surface,4,Image 1,1,2,
5.40858e+08,,Surface,4,Image 1,1,3,
6.56709e+08,,Surface,4,Image 1,1,4,
5.35209e+08,,Surface,4,Image 1,1,5,
1.273e+10,,Surface,4,Image 1,1,6,
3.44415e+08,,Surface,4,Image 1,1,7,
6.18644e+08,,Surface,4,Image 1,1,8,
8.98267e+09,,Surface,4,Image 1,1,9,
1.32254e+10,,Surface,4,Image 1,1,10,
4.27479e+09,,Surface,4,Image 1,1,11,
3.21229e+08,,Surface,4,Image 1,1,12,
1.45368e+10,,Surface,4,Image 1,1,13,
4.87783e+08,,Surface,4,Image 1,1,14,
7.03843e+08,,Surface,4,Image 1,1,15,
7.50272e+09,,Surface,4,Image 1,1,16,
