
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0,um,Surface,Image 1,1,0,
2.13553,um,Surface,Image 1,1,1,
47.8517,um,Surface,Image 1,1,2,
13.5119,um,Surface,Image 1,1,3,
86.9206,um,Surface,Image 1,1,4,
102.936,um,Surface,Image 1,1,5,
108.089,um,Surface,Image 1,1,6,
116.492,um,Surface,Image 1,1,7,
150.371,um,Surface,Image 1,1,8,
53.9172,um,Surface,Image 1,1,9,
118.271,um,Surface,Image 1,1,10,
56.5287,um,Surface,Image 1,1,11,
0,um,Surface,Image 1,1,12,
57.2767,um,Surface,Image 1,1,13,
7.60134,um,Surface,Image 1,1,14,
0,um,Surface,Image 1,1,15,
23.68,um,Surface,Image 1,1,16,
0,um,Surface,Image 1,1,17,
