
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
3512.63,,Surface,5,Image 1,1,0,
4340.02,,Surface,5,Image 1,1,1,
724.146,,Surface,5,Image 1,1,2,
2817.48,,Surface,5,Image 1,1,3,
1325.83,,Surface,5,Image 1,1,4,
2479.45,,Surface,5,Image 1,1,5,
1275.03,,Surface,5,Image 1,1,6,
1297.4,,Surface,5,Image 1,1,7,
1238.06,,Surface,5,Image 1,1,8,
6838.78,,Surface,5,Image 1,1,9,
1216.82,,Surface,5,Image 1,1,10,
4964.82,,Surface,5,Image 1,1,11,
1131.95,,Surface,5,Image 1,1,12,
3642.6,,Surface,5,Image 1,1,13,
4103.97,,Surface,5,Image 1,1,14,
2006.31,,Surface,5,Image 1,1,15,
3728.63,,Surface,5,Image 1,1,16,
2069.61,,Surface,5,Image 1,1,17,
