
Shortest Distance to Surfaces Surfaces=Surfaces 2
 ==================== 
Shortest Distance to Surfaces,Unit,Category,Surfaces,Time,ID,
1.61998,,Surface,Surfaces 2,1,0,
0,,Surface,Surfaces 2,1,1,
0,,Surface,Surfaces 2,1,2,
1.67968,,Surface,Surfaces 2,1,3,
0,,Surface,Surfaces 2,1,4,
0.201654,,Surface,Surfaces 2,1,5,
0,,Surface,Surfaces 2,1,6,
0.358692,,Surface,Surfaces 2,1,7,
0,,Surface,Surfaces 2,1,8,
0,,Surface,Surfaces 2,1,9,
0.365343,,Surface,Surfaces 2,1,10,
2.92051,,Surface,Surfaces 2,1,11,
4.8617,,Surface,Surfaces 2,1,12,
0,,Surface,Surfaces 2,1,13,
0,,Surface,Surfaces 2,1,14,
0.685734,,Surface,Surfaces 2,1,15,
0.337858,,Surface,Surfaces 2,1,16,
0,,Surface,Surfaces 2,1,17,
