
Intensity Mean Ch=7 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
0,,Surface,7,Image 1,1,0,
2.98933,,Surface,7,Image 1,1,1,
0,,Surface,7,Image 1,1,2,
0,,Surface,7,Image 1,1,3,
0,,Surface,7,Image 1,1,4,
1.28376,,Surface,7,Image 1,1,5,
0,,Surface,7,Image 1,1,6,
3.58751,,Surface,7,Image 1,1,7,
0,,Surface,7,Image 1,1,8,
12.5241,,Surface,7,Image 1,1,9,
31.5924,,Surface,7,Image 1,1,10,
0,,Surface,7,Image 1,1,11,
0,,Surface,7,Image 1,1,12,
0,,Surface,7,Image 1,1,13,
11.3143,,Surface,7,Image 1,1,14,
0,,Surface,7,Image 1,1,15,
0,,Surface,7,Image 1,1,16,
0,,Surface,7,Image 1,1,17,
