
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
23,,Surface,2,Image 1,1,0,
3,,Surface,2,Image 1,1,1,
67,,Surface,2,Image 1,1,2,
11,,Surface,2,Image 1,1,3,
122,,Surface,2,Image 1,1,4,
82,,Surface,2,Image 1,1,5,
69,,Surface,2,Image 1,1,6,
133,,Surface,2,Image 1,1,7,
123,,Surface,2,Image 1,1,8,
46,,Surface,2,Image 1,1,9,
98,,Surface,2,Image 1,1,10,
77,,Surface,2,Image 1,1,11,
24,,Surface,2,Image 1,1,12,
111,,Surface,2,Image 1,1,13,
21,,Surface,2,Image 1,1,14,
14,,Surface,2,Image 1,1,15,
12,,Surface,2,Image 1,1,16,
21,,Surface,2,Image 1,1,17,
