
Intensity StdDev Ch=1 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
4572.77,,Surface,1,Image 1,1,0,
5062,,Surface,1,Image 1,1,1,
1537.05,,Surface,1,Image 1,1,2,
2728.42,,Surface,1,Image 1,1,3,
1984.24,,Surface,1,Image 1,1,4,
3085.17,,Surface,1,Image 1,1,5,
3373.89,,Surface,1,Image 1,1,6,
2454.33,,Surface,1,Image 1,1,7,
1382.45,,Surface,1,Image 1,1,8,
6825.7,,Surface,1,Image 1,1,9,
1094.94,,Surface,1,Image 1,1,10,
4923.81,,Surface,1,Image 1,1,11,
1399.86,,Surface,1,Image 1,1,12,
3441.66,,Surface,1,Image 1,1,13,
4393.41,,Surface,1,Image 1,1,14,
2079.28,,Surface,1,Image 1,1,15,
4062.16,,Surface,1,Image 1,1,16,
2470.11,,Surface,1,Image 1,1,17,
