
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.328785,,Surface,1,0,
0.0561063,,Surface,1,1,
0.332145,,Surface,1,2,
0.245104,,Surface,1,3,
0.059546,,Surface,1,4,
0.0207181,,Surface,1,5,
0.132724,,Surface,1,6,
0.0905942,,Surface,1,7,
0.323369,,Surface,1,8,
0.101154,,Surface,1,9,
0.184634,,Surface,1,10,
0.133314,,Surface,1,11,
0.239028,,Surface,1,12,
0.429531,,Surface,1,13,
0.130791,,Surface,1,14,
0.564743,,Surface,1,15,
0.157575,,Surface,1,16,
0.334608,,Surface,1,17,
