
Intensity StdDev Ch=4 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
6600.07,,Surface,4,Image 1,1,0,
9263.33,,Surface,4,Image 1,1,1,
2020.29,,Surface,4,Image 1,1,2,
5829.67,,Surface,4,Image 1,1,3,
1931.67,,Surface,4,Image 1,1,4,
1766.68,,Surface,4,Image 1,1,5,
1565.78,,Surface,4,Image 1,1,6,
2527.2,,Surface,4,Image 1,1,7,
2085.68,,Surface,4,Image 1,1,8,
6566.33,,Surface,4,Image 1,1,9,
2341.55,,Surface,4,Image 1,1,10,
3228.18,,Surface,4,Image 1,1,11,
3529.28,,Surface,4,Image 1,1,12,
2296.97,,Surface,4,Image 1,1,13,
9258.2,,Surface,4,Image 1,1,14,
8296.22,,Surface,4,Image 1,1,15,
6430.75,,Surface,4,Image 1,1,16,
3853.82,,Surface,4,Image 1,1,17,
