
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1102.94,,Surface,5,Image 1,1,0,
1305,,Surface,5,Image 1,1,1,
242.891,,Surface,5,Image 1,1,2,
922.908,,Surface,5,Image 1,1,3,
747.771,,Surface,5,Image 1,1,4,
747.382,,Surface,5,Image 1,1,5,
394.091,,Surface,5,Image 1,1,6,
741.22,,Surface,5,Image 1,1,7,
675.598,,Surface,5,Image 1,1,8,
3450.57,,Surface,5,Image 1,1,9,
758.31,,Surface,5,Image 1,1,10,
2292.18,,Surface,5,Image 1,1,11,
326.416,,Surface,5,Image 1,1,12,
1379,,Surface,5,Image 1,1,13,
1465.67,,Surface,5,Image 1,1,14,
672.789,,Surface,5,Image 1,1,15,
1445.25,,Surface,5,Image 1,1,16,
448.662,,Surface,5,Image 1,1,17,
