
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1917,,Surface,4,Image 1,1,0,
1582,,Surface,4,Image 1,1,1,
2412,,Surface,4,Image 1,1,2,
2352,,Surface,4,Image 1,1,3,
2161,,Surface,4,Image 1,1,4,
1865,,Surface,4,Image 1,1,5,
2829,,Surface,4,Image 1,1,6,
2318,,Surface,4,Image 1,1,7,
1928,,Surface,4,Image 1,1,8,
2314,,Surface,4,Image 1,1,9,
1993,,Surface,4,Image 1,1,10,
2571,,Surface,4,Image 1,1,11,
2758,,Surface,4,Image 1,1,12,
2628,,Surface,4,Image 1,1,13,
2093,,Surface,4,Image 1,1,14,
2855,,Surface,4,Image 1,1,15,
2174,,Surface,4,Image 1,1,16,
2433,,Surface,4,Image 1,1,17,
