
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
466,,Surface,3,Image 1,1,0,
434,,Surface,3,Image 1,1,1,
694,,Surface,3,Image 1,1,2,
95,,Surface,3,Image 1,1,3,
890,,Surface,3,Image 1,1,4,
770,,Surface,3,Image 1,1,5,
897,,Surface,3,Image 1,1,6,
730,,Surface,3,Image 1,1,7,
874,,Surface,3,Image 1,1,8,
1056,,Surface,3,Image 1,1,9,
1241,,Surface,3,Image 1,1,10,
752,,Surface,3,Image 1,1,11,
202,,Surface,3,Image 1,1,12,
932,,Surface,3,Image 1,1,13,
454,,Surface,3,Image 1,1,14,
835,,Surface,3,Image 1,1,15,
551,,Surface,3,Image 1,1,16,
98,,Surface,3,Image 1,1,17,
