
Area
 ==================== 
Area,Unit,Category,Time,ID,
7256.13,um^2,Surface,1,0,
22060.9,um^2,Surface,1,1,
1195.61,um^2,Surface,1,2,
3218.74,um^2,Surface,1,3,
2867.53,um^2,Surface,1,4,
7553.57,um^2,Surface,1,5,
1926.7,um^2,Surface,1,6,
3446.72,um^2,Surface,1,7,
2979.46,um^2,Surface,1,8,
5688.59,um^2,Surface,1,9,
1257.29,um^2,Surface,1,10,
2043.82,um^2,Surface,1,11,
1020.2,um^2,Surface,1,12,
1135.08,um^2,Surface,1,13,
9485.6,um^2,Surface,1,14,
1018.27,um^2,Surface,1,15,
3902.55,um^2,Surface,1,16,
3100.37,um^2,Surface,1,17,
