
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
14.8159,um,Surface,Image 1,1,0,
0,um,Surface,Image 1,1,1,
34.1216,um,Surface,Image 1,1,2,
0,um,Surface,Image 1,1,3,
84.6654,um,Surface,Image 1,1,4,
52.2122,um,Surface,Image 1,1,5,
34.2487,um,Surface,Image 1,1,6,
17.5305,um,Surface,Image 1,1,7,
44.0021,um,Surface,Image 1,1,8,
0,um,Surface,Image 1,1,9,
46.195,um,Surface,Image 1,1,10,
137.052,um,Surface,Image 1,1,11,
90.9708,um,Surface,Image 1,1,12,
138.092,um,Surface,Image 1,1,13,
0,um,Surface,Image 1,1,14,
92.181,um,Surface,Image 1,1,15,
0,um,Surface,Image 1,1,16,
0,um,Surface,Image 1,1,17,
36.5287,um,Surface,Image 1,1,18,
36.0046,um,Surface,Image 1,1,19,
0,um,Surface,Image 1,1,20,
1.25014,um,Surface,Image 1,1,21,
0,um,Surface,Image 1,1,22,
0,um,Surface,Image 1,1,23,
