
Area
 ==================== 
Area,Unit,Category,Time,ID,
935.787,um^2,Surface,1,0,
2623.37,um^2,Surface,1,1,
2133.28,um^2,Surface,1,2,
7897.63,um^2,Surface,1,3,
1211.05,um^2,Surface,1,4,
2006.64,um^2,Surface,1,5,
1874.96,um^2,Surface,1,6,
1060.15,um^2,Surface,1,7,
2060.4,um^2,Surface,1,8,
4398.67,um^2,Surface,1,9,
897.044,um^2,Surface,1,10,
895.606,um^2,Surface,1,11,
22499.9,um^2,Surface,1,12,
2281,um^2,Surface,1,13,
4141.04,um^2,Surface,1,14,
1927.67,um^2,Surface,1,15,
7858.68,um^2,Surface,1,16,
2766.98,um^2,Surface,1,17,
16546.7,um^2,Surface,1,18,
2355.82,um^2,Surface,1,19,
2751.59,um^2,Surface,1,20,
1174.11,um^2,Surface,1,21,
5221.08,um^2,Surface,1,22,
7120.56,um^2,Surface,1,23,
