
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.497236,,Surface,1,0,
0.268143,,Surface,1,1,
0.416207,,Surface,1,2,
0.389792,,Surface,1,3,
0.53813,,Surface,1,4,
0.590224,,Surface,1,5,
0.603647,,Surface,1,6,
0.297147,,Surface,1,7,
0.746028,,Surface,1,8,
0.581956,,Surface,1,9,
0.328145,,Surface,1,10,
0.531829,,Surface,1,11,
0.459372,,Surface,1,12,
0.478527,,Surface,1,13,
0.362839,,Surface,1,14,
0.42776,,Surface,1,15,
0.567711,,Surface,1,16,
0.419889,,Surface,1,17,
0.561633,,Surface,1,18,
0.706732,,Surface,1,19,
0.51259,,Surface,1,20,
0.535249,,Surface,1,21,
0.356603,,Surface,1,22,
0.507944,,Surface,1,23,
