
Intensity Sum Ch=3 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.27093e+08,,Surface,3,Image 1,1,0,
3.77136e+08,,Surface,3,Image 1,1,1,
1.87824e+08,,Surface,3,Image 1,1,2,
1.30128e+09,,Surface,3,Image 1,1,3,
1.4302e+08,,Surface,3,Image 1,1,4,
2.49344e+08,,Surface,3,Image 1,1,5,
4.36488e+08,,Surface,3,Image 1,1,6,
5.57876e+07,,Surface,3,Image 1,1,7,
1.48411e+08,,Surface,3,Image 1,1,8,
4.76244e+08,,Surface,3,Image 1,1,9,
1.36864e+08,,Surface,3,Image 1,1,10,
8.55427e+07,,Surface,3,Image 1,1,11,
3.45566e+09,,Surface,3,Image 1,1,12,
5.05706e+08,,Surface,3,Image 1,1,13,
5.57086e+08,,Surface,3,Image 1,1,14,
3.29375e+08,,Surface,3,Image 1,1,15,
9.10545e+08,,Surface,3,Image 1,1,16,
4.97542e+08,,Surface,3,Image 1,1,17,
2.86528e+09,,Surface,3,Image 1,1,18,
2.82658e+08,,Surface,3,Image 1,1,19,
4.8459e+08,,Surface,3,Image 1,1,20,
1.01255e+08,,Surface,3,Image 1,1,21,
9.35066e+08,,Surface,3,Image 1,1,22,
1.1074e+09,,Surface,3,Image 1,1,23,
