
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
329.761,323.982,62.9352,um,Surface,Position,1,0,
343.462,346.591,53.0268,um,Surface,Position,1,1,
302.687,261.666,51.7969,um,Surface,Position,1,2,
341.664,203.453,55.6515,um,Surface,Position,1,3,
256.891,249.854,52.5074,um,Surface,Position,1,4,
289.603,207.124,62.446,um,Surface,Position,1,5,
179.741,303.078,52.963,um,Surface,Position,1,6,
134.6,322.385,56.6838,um,Surface,Position,1,7,
294.705,143.635,50.0573,um,Surface,Position,1,8,
84.6503,342.113,53.8043,um,Surface,Position,1,9,
74.9131,297.433,61.1158,um,Surface,Position,1,10,
161.968,204.331,51.5119,um,Surface,Position,1,11,
219.166,188.768,51.56,um,Surface,Position,1,12,
151.73,180.569,53.0496,um,Surface,Position,1,13,
12.7647,336.024,53.4651,um,Surface,Position,1,14,
196.81,108.15,56.8598,um,Surface,Position,1,15,
267.165,29.3994,48.7017,um,Surface,Position,1,16,
9.71449,229.512,61.6284,um,Surface,Position,1,17,
71.8323,196.277,56.5227,um,Surface,Position,1,18,
142.416,51.887,49.264,um,Surface,Position,1,19,
159.96,8.72893,58.4863,um,Surface,Position,1,20,
12.1261,158.133,63.2363,um,Surface,Position,1,21,
8.97914,79.8269,51.2858,um,Surface,Position,1,22,
77.6031,16.1329,55.942,um,Surface,Position,1,23,
