
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
825,,Surface,4,Image 1,1,0,
808,,Surface,4,Image 1,1,1,
1005,,Surface,4,Image 1,1,2,
765,,Surface,4,Image 1,1,3,
1075,,Surface,4,Image 1,1,4,
707,,Surface,4,Image 1,1,5,
1039,,Surface,4,Image 1,1,6,
1008,,Surface,4,Image 1,1,7,
729,,Surface,4,Image 1,1,8,
685,,Surface,4,Image 1,1,9,
1148,,Surface,4,Image 1,1,10,
1213,,Surface,4,Image 1,1,11,
783,,Surface,4,Image 1,1,12,
832,,Surface,4,Image 1,1,13,
692,,Surface,4,Image 1,1,14,
1220,,Surface,4,Image 1,1,15,
713,,Surface,4,Image 1,1,16,
1131,,Surface,4,Image 1,1,17,
809,,Surface,4,Image 1,1,18,
712,,Surface,4,Image 1,1,19,
780,,Surface,4,Image 1,1,20,
1286,,Surface,4,Image 1,1,21,
796,,Surface,4,Image 1,1,22,
1038,,Surface,4,Image 1,1,23,
