
Volume
 ==================== 
Volume,Unit,Category,Time,ID,
1377.48,um^3,Surface,1,0,
4981.22,um^3,Surface,1,1,
2994.16,um^3,Surface,1,2,
18188.9,um^3,Surface,1,3,
1737.66,um^3,Surface,1,4,
2733.93,um^3,Surface,1,5,
2636.8,um^3,Surface,1,6,
1002.15,um^3,Surface,1,7,
2020.89,um^3,Surface,1,8,
5944.3,um^3,Surface,1,9,
1146.2,um^3,Surface,1,10,
1100.74,um^3,Surface,1,11,
47229.8,um^3,Surface,1,12,
4470.06,um^3,Surface,1,13,
5890.69,um^3,Surface,1,14,
4009.19,um^3,Surface,1,15,
10608.4,um^3,Surface,1,16,
4324.84,um^3,Surface,1,17,
34458.7,um^3,Surface,1,18,
2502.71,um^3,Surface,1,19,
5473.87,um^3,Surface,1,20,
1193.02,um^3,Surface,1,21,
10053.5,um^3,Surface,1,22,
15000.5,um^3,Surface,1,23,
