
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
466.548,um,Surface,Distance from Origin,1,0,
490.819,um,Surface,Distance from Origin,1,1,
403.449,um,Surface,Distance from Origin,1,2,
401.528,um,Surface,Distance from Origin,1,3,
362.183,um,Surface,Distance from Origin,1,4,
361.483,um,Surface,Distance from Origin,1,5,
356.326,um,Surface,Distance from Origin,1,6,
353.925,um,Surface,Distance from Origin,1,7,
331.644,um,Surface,Distance from Origin,1,8,
356.514,um,Surface,Distance from Origin,1,9,
312.751,um,Surface,Distance from Origin,1,10,
265.779,um,Surface,Distance from Origin,1,11,
293.812,um,Surface,Distance from Origin,1,12,
241.746,um,Surface,Distance from Origin,1,13,
340.49,um,Surface,Distance from Origin,1,14,
231.654,um,Surface,Distance from Origin,1,15,
273.154,um,Surface,Distance from Origin,1,16,
237.841,um,Surface,Distance from Origin,1,17,
216.516,um,Surface,Distance from Origin,1,18,
159.379,um,Surface,Distance from Origin,1,19,
170.54,um,Surface,Distance from Origin,1,20,
170.739,um,Surface,Distance from Origin,1,21,
95.3058,um,Surface,Distance from Origin,1,22,
97.0156,um,Surface,Distance from Origin,1,23,
