
Intensity Mean Ch=6 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
360.519,,Surface,6,Image 1,1,0,
293.064,,Surface,6,Image 1,1,1,
224.186,,Surface,6,Image 1,1,2,
320.545,,Surface,6,Image 1,1,3,
433.092,,Surface,6,Image 1,1,4,
317.869,,Surface,6,Image 1,1,5,
781.458,,Surface,6,Image 1,1,6,
105.188,,Surface,6,Image 1,1,7,
346.471,,Surface,6,Image 1,1,8,
384.44,,Surface,6,Image 1,1,9,
542.102,,Surface,6,Image 1,1,10,
389.086,,Surface,6,Image 1,1,11,
309.86,,Surface,6,Image 1,1,12,
630.059,,Surface,6,Image 1,1,13,
399.428,,Surface,6,Image 1,1,14,
327.204,,Surface,6,Image 1,1,15,
326.659,,Surface,6,Image 1,1,16,
471.217,,Surface,6,Image 1,1,17,
418.924,,Surface,6,Image 1,1,18,
474.596,,Surface,6,Image 1,1,19,
346.027,,Surface,6,Image 1,1,20,
363.033,,Surface,6,Image 1,1,21,
429.778,,Surface,6,Image 1,1,22,
286.346,,Surface,6,Image 1,1,23,
