
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
152,,Surface,3,Image 1,1,0,
141,,Surface,3,Image 1,1,1,
142,,Surface,3,Image 1,1,2,
105,,Surface,3,Image 1,1,3,
140,,Surface,3,Image 1,1,4,
189,,Surface,3,Image 1,1,5,
247,,Surface,3,Image 1,1,6,
197,,Surface,3,Image 1,1,7,
173,,Surface,3,Image 1,1,8,
123,,Surface,3,Image 1,1,9,
253,,Surface,3,Image 1,1,10,
238,,Surface,3,Image 1,1,11,
78,,Surface,3,Image 1,1,12,
233,,Surface,3,Image 1,1,13,
139,,Surface,3,Image 1,1,14,
187,,Surface,3,Image 1,1,15,
115,,Surface,3,Image 1,1,16,
135,,Surface,3,Image 1,1,17,
103,,Surface,3,Image 1,1,18,
138,,Surface,3,Image 1,1,19,
183,,Surface,3,Image 1,1,20,
277,,Surface,3,Image 1,1,21,
137,,Surface,3,Image 1,1,22,
109,,Surface,3,Image 1,1,23,
