
Intensity Mean Ch=8 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
0,,Surface,8,Image 1,1,0,
0,,Surface,8,Image 1,1,1,
0.0375383,,Surface,8,Image 1,1,2,
951.905,,Surface,8,Image 1,1,3,
0,,Surface,8,Image 1,1,4,
143.089,,Surface,8,Image 1,1,5,
27.2804,,Surface,8,Image 1,1,6,
0,,Surface,8,Image 1,1,7,
42.2742,,Surface,8,Image 1,1,8,
0,,Surface,8,Image 1,1,9,
0,,Surface,8,Image 1,1,10,
211.404,,Surface,8,Image 1,1,11,
13.7165,,Surface,8,Image 1,1,12,
0,,Surface,8,Image 1,1,13,
0.106601,,Surface,8,Image 1,1,14,
319.479,,Surface,8,Image 1,1,15,
0.871848,,Surface,8,Image 1,1,16,
0,,Surface,8,Image 1,1,17,
78.4484,,Surface,8,Image 1,1,18,
0,,Surface,8,Image 1,1,19,
0,,Surface,8,Image 1,1,20,
0,,Surface,8,Image 1,1,21,
7.38298,,Surface,8,Image 1,1,22,
0,,Surface,8,Image 1,1,23,
