
Shortest Distance to Surfaces Surfaces=Surfaces 2
 ==================== 
Shortest Distance to Surfaces,Unit,Category,Surfaces,Time,ID,
12.5773,,Surface,Surfaces 2,1,0,
20.3081,,Surface,Surfaces 2,1,1,
0,,Surface,Surfaces 2,1,2,
0,,Surface,Surfaces 2,1,3,
8.27558,,Surface,Surfaces 2,1,4,
0,,Surface,Surfaces 2,1,5,
0,,Surface,Surfaces 2,1,6,
0,,Surface,Surfaces 2,1,7,
0,,Surface,Surfaces 2,1,8,
2.34058,,Surface,Surfaces 2,1,9,
0.0221098,,Surface,Surfaces 2,1,10,
0,,Surface,Surfaces 2,1,11,
0,,Surface,Surfaces 2,1,12,
1.3731,,Surface,Surfaces 2,1,13,
0,,Surface,Surfaces 2,1,14,
0,,Surface,Surfaces 2,1,15,
0,,Surface,Surfaces 2,1,16,
5.11783,,Surface,Surfaces 2,1,17,
0,,Surface,Surfaces 2,1,18,
0.751086,,Surface,Surfaces 2,1,19,
8.03469,,Surface,Surfaces 2,1,20,
5.07918,,Surface,Surfaces 2,1,21,
0,,Surface,Surfaces 2,1,22,
0,,Surface,Surfaces 2,1,23,
