
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1380.49,,Surface,5,Image 1,1,0,
1131.14,,Surface,5,Image 1,1,1,
1083.61,,Surface,5,Image 1,1,2,
1896.26,,Surface,5,Image 1,1,3,
1056.58,,Surface,5,Image 1,1,4,
1784.9,,Surface,5,Image 1,1,5,
2332.11,,Surface,5,Image 1,1,6,
618.599,,Surface,5,Image 1,1,7,
1072.44,,Surface,5,Image 1,1,8,
2975.08,,Surface,5,Image 1,1,9,
1512.59,,Surface,5,Image 1,1,10,
1118.67,,Surface,5,Image 1,1,11,
2190.68,,Surface,5,Image 1,1,12,
2367.06,,Surface,5,Image 1,1,13,
1500.05,,Surface,5,Image 1,1,14,
1853.74,,Surface,5,Image 1,1,15,
1667.53,,Surface,5,Image 1,1,16,
1588.59,,Surface,5,Image 1,1,17,
3154.39,,Surface,5,Image 1,1,18,
1258.94,,Surface,5,Image 1,1,19,
1717.46,,Surface,5,Image 1,1,20,
989.878,,Surface,5,Image 1,1,21,
2377.54,,Surface,5,Image 1,1,22,
2029.8,,Surface,5,Image 1,1,23,
