
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.360902,,Surface,1,0,
0.506245,,Surface,1,1,
0.27358,,Surface,1,2,
0.485698,,Surface,1,3,
0.271667,,Surface,1,4,
0.27445,,Surface,1,5,
0.261691,,Surface,1,6,
0.308185,,Surface,1,7,
0.0761934,,Surface,1,8,
0.17695,,Surface,1,9,
0.440692,,Surface,1,10,
0.280564,,Surface,1,11,
0.183081,,Surface,1,12,
0.360399,,Surface,1,13,
0.313941,,Surface,1,14,
0.402541,,Surface,1,15,
0.179949,,Surface,1,16,
0.445019,,Surface,1,17,
0.272292,,Surface,1,18,
0.177619,,Surface,1,19,
0.317302,,Surface,1,20,
0.272052,,Surface,1,21,
0.538275,,Surface,1,22,
0.351596,,Surface,1,23,
