
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
277.336,277.562,35.0251,um,Surface,Position,1,0,
236.818,347.717,36.9688,um,Surface,Position,1,1,
256.023,170.336,40.9986,um,Surface,Position,1,2,
343.691,115.119,43.1754,um,Surface,Position,1,3,
284.429,168.007,41.2115,um,Surface,Position,1,4,
100.294,288.322,38.6005,um,Surface,Position,1,5,
286.978,79.9489,42.3339,um,Surface,Position,1,6,
153.696,147.263,46.7928,um,Surface,Position,1,7,
223.251,50.9989,38.981,um,Surface,Position,1,8,
198.418,79.7341,34.3247,um,Surface,Position,1,9,
35.0339,221.021,44.6972,um,Surface,Position,1,10,
8.48381,96.0836,46.7338,um,Surface,Position,1,11,
