
Intensity Mean Ch=6 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
504.9,,Surface,6,Image 1,1,0,
344.537,,Surface,6,Image 1,1,1,
682.549,,Surface,6,Image 1,1,2,
402.112,,Surface,6,Image 1,1,3,
479.125,,Surface,6,Image 1,1,4,
866.081,,Surface,6,Image 1,1,5,
520.964,,Surface,6,Image 1,1,6,
819.061,,Surface,6,Image 1,1,7,
879.646,,Surface,6,Image 1,1,8,
551.112,,Surface,6,Image 1,1,9,
1022.23,,Surface,6,Image 1,1,10,
135.484,,Surface,6,Image 1,1,11,
673.323,,Surface,6,Image 1,1,12,
244.054,,Surface,6,Image 1,1,13,
661.53,,Surface,6,Image 1,1,14,
450.292,,Surface,6,Image 1,1,15,
526.678,,Surface,6,Image 1,1,16,
789.765,,Surface,6,Image 1,1,17,
