
Intensity Sum Ch=8 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
67598,,Surface,8,Image 1,1,0,
3.65846e+06,,Surface,8,Image 1,1,1,
1.63936e+06,,Surface,8,Image 1,1,2,
2.40569e+06,,Surface,8,Image 1,1,3,
38033,,Surface,8,Image 1,1,4,
2.71307e+07,,Surface,8,Image 1,1,5,
413123,,Surface,8,Image 1,1,6,
3.38078e+07,,Surface,8,Image 1,1,7,
0,,Surface,8,Image 1,1,8,
0,,Surface,8,Image 1,1,9,
5.1763e+07,,Surface,8,Image 1,1,10,
0,,Surface,8,Image 1,1,11,
4.80144e+06,,Surface,8,Image 1,1,12,
0,,Surface,8,Image 1,1,13,
2.41831e+07,,Surface,8,Image 1,1,14,
993061,,Surface,8,Image 1,1,15,
1.1182e+08,,Surface,8,Image 1,1,16,
1.75172e+08,,Surface,8,Image 1,1,17,
