
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1198,,Surface,4,Image 1,1,0,
1307,,Surface,4,Image 1,1,1,
1474,,Surface,4,Image 1,1,2,
1250,,Surface,4,Image 1,1,3,
1241,,Surface,4,Image 1,1,4,
1245,,Surface,4,Image 1,1,5,
1009,,Surface,4,Image 1,1,6,
1069,,Surface,4,Image 1,1,7,
1059,,Surface,4,Image 1,1,8,
1250,,Surface,4,Image 1,1,9,
745,,Surface,4,Image 1,1,10,
1520,,Surface,4,Image 1,1,11,
1372,,Surface,4,Image 1,1,12,
1477,,Surface,4,Image 1,1,13,
996,,Surface,4,Image 1,1,14,
1266,,Surface,4,Image 1,1,15,
1057,,Surface,4,Image 1,1,16,
904,,Surface,4,Image 1,1,17,
