
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
17,,Surface,2,Image 1,1,0,
0,,Surface,2,Image 1,1,1,
31,,Surface,2,Image 1,1,2,
12,,Surface,2,Image 1,1,3,
6,,Surface,2,Image 1,1,4,
19,,Surface,2,Image 1,1,5,
14,,Surface,2,Image 1,1,6,
2,,Surface,2,Image 1,1,7,
31,,Surface,2,Image 1,1,8,
21,,Surface,2,Image 1,1,9,
39,,Surface,2,Image 1,1,10,
0,,Surface,2,Image 1,1,11,
43,,Surface,2,Image 1,1,12,
15,,Surface,2,Image 1,1,13,
14,,Surface,2,Image 1,1,14,
24,,Surface,2,Image 1,1,15,
3,,Surface,2,Image 1,1,16,
0,,Surface,2,Image 1,1,17,
