
Area
 ==================== 
Area,Unit,Category,Time,ID,
2432.83,um^2,Surface,1,0,
6094.97,um^2,Surface,1,1,
1310.62,um^2,Surface,1,2,
5460.89,um^2,Surface,1,3,
3140.58,um^2,Surface,1,4,
1654.63,um^2,Surface,1,5,
3027.5,um^2,Surface,1,6,
6583.97,um^2,Surface,1,7,
1947.22,um^2,Surface,1,8,
808.797,um^2,Surface,1,9,
2618.08,um^2,Surface,1,10,
1699.02,um^2,Surface,1,11,
1729.42,um^2,Surface,1,12,
1937.35,um^2,Surface,1,13,
7987.81,um^2,Surface,1,14,
2114.83,um^2,Surface,1,15,
19972.2,um^2,Surface,1,16,
11345,um^2,Surface,1,17,
