
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
414.937,um,Surface,Distance from Origin,1,0,
412.643,um,Surface,Distance from Origin,1,1,
384.844,um,Surface,Distance from Origin,1,2,
360.251,um,Surface,Distance from Origin,1,3,
319.939,um,Surface,Distance from Origin,1,4,
324.361,um,Surface,Distance from Origin,1,5,
280.394,um,Surface,Distance from Origin,1,6,
341.8,um,Surface,Distance from Origin,1,7,
285.972,um,Surface,Distance from Origin,1,8,
243.643,um,Surface,Distance from Origin,1,9,
333.849,um,Surface,Distance from Origin,1,10,
237.205,um,Surface,Distance from Origin,1,11,
264.164,um,Surface,Distance from Origin,1,12,
245.554,um,Surface,Distance from Origin,1,13,
209.41,um,Surface,Distance from Origin,1,14,
189.44,um,Surface,Distance from Origin,1,15,
128.79,um,Surface,Distance from Origin,1,16,
144.149,um,Surface,Distance from Origin,1,17,
