
Intensity Median Ch=4 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
6885.82,,Surface,4,Image 1,1,0,
7030,,Surface,4,Image 1,1,1,
6154.08,,Surface,4,Image 1,1,2,
8101.24,,Surface,4,Image 1,1,3,
7228.8,,Surface,4,Image 1,1,4,
7309.29,,Surface,4,Image 1,1,5,
6863.9,,Surface,4,Image 1,1,6,
6613.87,,Surface,4,Image 1,1,7,
6246.82,,Surface,4,Image 1,1,8,
8634.72,,Surface,4,Image 1,1,9,
7578.8,,Surface,4,Image 1,1,10,
5784.87,,Surface,4,Image 1,1,11,
4999.76,,Surface,4,Image 1,1,12,
6877.08,,Surface,4,Image 1,1,13,
7120.44,,Surface,4,Image 1,1,14,
5918.36,,Surface,4,Image 1,1,15,
6861.36,,Surface,4,Image 1,1,16,
8101.58,,Surface,4,Image 1,1,17,
