
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.137032,,Surface,1,0,
0.23547,,Surface,1,1,
0.261151,,Surface,1,2,
0.217911,,Surface,1,3,
0.159475,,Surface,1,4,
0.229472,,Surface,1,5,
0.281283,,Surface,1,6,
0.153839,,Surface,1,7,
0.289171,,Surface,1,8,
0.342274,,Surface,1,9,
0.296097,,Surface,1,10,
0.221112,,Surface,1,11,
0.102867,,Surface,1,12,
0.378958,,Surface,1,13,
0.0920693,,Surface,1,14,
0.161763,,Surface,1,15,
0.0689906,,Surface,1,16,
0.074169,,Surface,1,17,
