
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
138,,Surface,3,Image 1,1,0,
122,,Surface,3,Image 1,1,1,
297,,Surface,3,Image 1,1,2,
103,,Surface,3,Image 1,1,3,
202,,Surface,3,Image 1,1,4,
142,,Surface,3,Image 1,1,5,
141,,Surface,3,Image 1,1,6,
187,,Surface,3,Image 1,1,7,
224,,Surface,3,Image 1,1,8,
240,,Surface,3,Image 1,1,9,
202,,Surface,3,Image 1,1,10,
106,,Surface,3,Image 1,1,11,
240,,Surface,3,Image 1,1,12,
117,,Surface,3,Image 1,1,13,
166,,Surface,3,Image 1,1,14,
104,,Surface,3,Image 1,1,15,
91,,Surface,3,Image 1,1,16,
111,,Surface,3,Image 1,1,17,
