
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
182,,Surface,3,Image 1,1,0,
267,,Surface,3,Image 1,1,1,
190,,Surface,3,Image 1,1,2,
351,,Surface,3,Image 1,1,3,
156,,Surface,3,Image 1,1,4,
299,,Surface,3,Image 1,1,5,
312,,Surface,3,Image 1,1,6,
301,,Surface,3,Image 1,1,7,
238,,Surface,3,Image 1,1,8,
155,,Surface,3,Image 1,1,9,
231,,Surface,3,Image 1,1,10,
240,,Surface,3,Image 1,1,11,
131,,Surface,3,Image 1,1,12,
87,,Surface,3,Image 1,1,13,
368,,Surface,3,Image 1,1,14,
177,,Surface,3,Image 1,1,15,
242,,Surface,3,Image 1,1,16,
130,,Surface,3,Image 1,1,17,
250,,Surface,3,Image 1,1,18,
