
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.530044,,Surface,1,0,
0.442033,,Surface,1,1,
0.419552,,Surface,1,2,
0.466958,,Surface,1,3,
0.294497,,Surface,1,4,
0.482333,,Surface,1,5,
0.478348,,Surface,1,6,
0.683105,,Surface,1,7,
0.609095,,Surface,1,8,
0.483442,,Surface,1,9,
0.403307,,Surface,1,10,
0.478067,,Surface,1,11,
0.351946,,Surface,1,12,
0.659561,,Surface,1,13,
0.631019,,Surface,1,14,
0.58103,,Surface,1,15,
0.645336,,Surface,1,16,
0.558625,,Surface,1,17,
0.553565,,Surface,1,18,
