
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
503.966,,Surface,2,Image 1,1,0,
586.7,,Surface,2,Image 1,1,1,
1685.18,,Surface,2,Image 1,1,2,
543.252,,Surface,2,Image 1,1,3,
556.055,,Surface,2,Image 1,1,4,
552.08,,Surface,2,Image 1,1,5,
520.965,,Surface,2,Image 1,1,6,
603.65,,Surface,2,Image 1,1,7,
558.652,,Surface,2,Image 1,1,8,
904.361,,Surface,2,Image 1,1,9,
563.545,,Surface,2,Image 1,1,10,
510.601,,Surface,2,Image 1,1,11,
658.625,,Surface,2,Image 1,1,12,
697.529,,Surface,2,Image 1,1,13,
523.045,,Surface,2,Image 1,1,14,
599.687,,Surface,2,Image 1,1,15,
671.587,,Surface,2,Image 1,1,16,
661.74,,Surface,2,Image 1,1,17,
503.905,,Surface,2,Image 1,1,18,
